C,MC,SCP_UID,date,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12,NDVI,REP,FAI,GNDVI,NDVI-B8A,VB-FAH,SEI,SABI
Vm,V,20191003_085857056720_171,20190304,0.0503,0.0617,0.0799,0.0836,0.1203,0.1668,0.1872,0.1962,0.2052,0.2373,0.1696,0.0965,0.4024303,706.8408,0.096517995,0.42122424,0.42105263,0.1140282,0.07271734,0.7951977
Vm,V,20191003_085813976751_375,20190304,0.067,0.0771,0.0962,0.0979,0.1338,0.1898,0.2157,0.2226,0.2431,0.25,0.1879,0.1078,0.38907954,707.4876,0.10787,0.3964868,0.42580643,0.1253562,0.08453104,0.71956146
Vm,V,edit,20190304,0.1116,0.1146,0.1416,0.1582,0.2195,0.2767,0.3001,0.2872,0.3125,0.3147,0.2709,0.1494,0.2896273,705.68066,0.1079251,0.33955225,0.32780966,0.13540761,0.029206224,0.50351286
Vm,V,edit,20190304,0.0701,0.0694,0.0906,0.0869,0.1215,0.1427,0.1598,0.1822,0.1687,0.1111,0.1313,0.0812,0.3541434,705.24506,0.086997196,0.33577713,0.32003126,0.093871795,0.16236044,0.595625
Vm,V,20191003_085640785547_509,20190304,0.0263,0.0372,0.0626,0.0489,0.0917,0.155,0.1801,0.2004,0.1794,0.1327,0.0879,0.0536,0.6077015,708.2347,0.144207,0.52395433,0.57161623,0.14621179,0.39021856,1.5180359
Vm,V,edit,20190304,0.0699,0.0794,0.097,0.1021,0.1198,0.1401,0.1565,0.1586,0.1681,0.1131,0.1339,0.0836,0.21672423,706.27936,0.050553404,0.24100156,0.2442635,0.058468603,0.08444444,0.3202948
Vm,V,edit,20190304,0.0429,0.0575,0.0923,0.0719,0.1021,0.111,0.1309,0.108,0.1267,0.0783,0.0788,0.0489,0.20066704,704.885,0.0348097,0.07838245,0.2759315,0.028225603,0.15631692,0.24098799
Vm,V,20191003_085709185910_447,20190304,0.0586,0.0273,0.0568,0.032,0.0903,0.3053,0.3865,0.4046,0.4171,0.26,0.0989,0.0462,0.8534127,715.52386,0.3600897,0.75379276,0.85749274,0.3630272,0.60714996,4.43044
Vm,V,edit,20190304,0.1096,0.0894,0.116,0.125,0.185,0.2338,0.2592,0.2436,0.2821,0.3004,0.2553,0.1456,0.32175797,705.5934,0.0942339,0.3548387,0.38590026,0.122074,-0.023451572,0.5774099
Vm,V,20191003_085857056720_171,20190304,0.0567,0.0623,0.0799,0.0854,0.1274,0.1684,0.1844,0.192,0.1989,0.236,0.1631,0.0927,0.38428262,705.88745,0.0920701,0.41228396,0.39922616,0.108723,0.081385516,0.74964845
Vm,V,20191003_085640785547_509,20190304,0.0256,0.0403,0.0571,0.054,0.0927,0.1498,0.1746,0.1344,0.1846,0.2089,0.1066,0.0685,0.42675152,708.11755,0.07056379,0.40365535,0.5473596,0.0792034,0.115352675,0.82546186
Vm,V,20191003_085857056720_171,20190304,0.0622,0.0533,0.0818,0.086,0.1261,0.1669,0.1859,0.169,0.1998,0.2356,0.1701,0.0945,0.32549018,706.17664,0.0672733,0.3476874,0.3981805,0.0846212,-0.0032438918,0.6143597
Vm,V,edit,20190304,0.0531,0.0658,0.0893,0.082,0.1067,0.1192,0.1326,0.128,0.1322,0.0627,0.0945,0.0623,0.21904764,705.09296,0.043662503,0.17809483,0.23436041,0.043182205,0.15056184,0.29658288
Vm,V,20191003_085857056720_171,20190304,0.0537,0.0623,0.0822,0.0839,0.1249,0.1698,0.1869,0.19,0.2039,0.2367,0.1645,0.093,0.38736767,706.247,0.091027796,0.39603233,0.41695625,0.1067562,0.0719323,0.734256
Vm,V,20191003_085240856820_187,20190304,0.0859,0.0376,0.0693,0.0566,0.1602,0.2341,0.279,0.314,0.2765,0.2269,0.1918,0.1404,0.6945494,705.6746,0.23211761,0.63840336,0.6601621,0.25249782,0.24159749,2.4078577
Vm,V,20191003_085813976751_375,20190304,0.0635,0.0703,0.0863,0.0852,0.1249,0.1873,0.2145,0.2186,0.2378,0.2375,0.18,0.1045,0.4391047,707.79706,0.11567241,0.43391278,0.47244582,0.1329754,0.09683893,0.85185194
Vm,V,20191003_084939355520_392,20190304,0.0753,0.0676,0.0899,0.0868,0.1435,0.2052,0.2343,0.244,0.2566,0.1774,0.1998,0.1435,0.47521165,706.71136,0.136069,0.46151543,0.49446705,0.1560034,0.09959442,0.9980953
Vm,V,20191003_084939355520_392,20190304,0.0719,0.0657,0.0763,0.0694,0.0815,0.1153,0.1346,0.0861,0.1471,0.1773,0.1241,0.0861,0.1073955,708.6458,0.0064710975,0.060344793,0.3588915,0.014036598,-0.18078022,0.11760563
Vm,V,20191003_085813976751_375,20190304,0.08,0.0692,0.0924,0.0874,0.1418,0.1995,0.2245,0.2294,0.2414,0.2484,0.191,0.1106,0.4482323,706.45105,0.1226268,0.42573026,0.46836987,0.14006999,0.09134157,0.87871283
Vm,V,edit,20190304,0.0613,0.0698,0.0988,0.0909,0.1152,0.1072,0.1114,0.1098,0.1117,0.1027,0.0994,0.073,0.094170436,702.7889,0.017310508,0.052732497,0.10266536,0.015850604,0.049713217,0.11209969
Vm,V,20191003_085813976751_375,20190304,0.0702,0.0817,0.1064,0.1064,0.1369,0.192,0.2191,0.229,0.2463,0.2489,0.1914,0.1093,0.3655337,707.75085,0.106705,0.3655337,0.3966544,0.122600004,0.08943862,0.651781
Vm,V,20191003_085739632780_681,20190304,0.0561,0.0314,0.0575,0.0365,0.0995,0.2677,0.3238,0.3494,0.353,0.2818,0.1376,0.0733,0.8108318,712.68726,0.2939943,0.7173753,0.81258017,0.304794,0.4349076,3.519685
Vm,V,20191003_085709185910_447,20190304,0.0428,0.0276,0.0532,0.0313,0.0832,0.265,0.3348,0.3658,0.3663,0.3102,0.1046,0.0492,0.84235704,715.0366,0.32079288,0.74606204,0.8425553,0.3260466,0.55527216,4.1398516
Vm,V,20191003_085813976751_375,20190304,0.077,0.077,0.097,0.0942,0.1418,0.1991,0.2246,0.2396,0.2456,0.2487,0.1891,0.1086,0.43559015,706.807,0.1276537,0.42364824,0.44555622,0.1443192,0.11779801,0.8356322
Vm,V,20191003_085813976751_375,20190304,0.074,0.0861,0.1058,0.107,0.1415,0.1986,0.2237,0.2266,0.248,0.249,0.1895,0.1089,0.35851318,707.4544,0.104172505,0.36341757,0.39718312,0.12006321,0.08916126,0.6232413
Vm,V,20191003_085813976751_375,20190304,0.054,0.0647,0.0849,0.0837,0.1245,0.1911,0.2174,0.226,0.2459,0.2442,0.1751,0.101,0.4594769,707.8889,0.1252082,0.45384365,0.49211165,0.14183679,0.12690102,0.95120317
Vm,V,20191003_085056200851_236,20190304,0.0738,0.0501,0.0644,0.0575,0.0999,0.1785,0.2174,0.2366,0.2335,0.2373,0.1756,0.1218,0.60897654,709.7207,0.1570153,0.572093,0.60481095,0.17643659,0.14798638,1.564192
Vm,V,edit,20190304,0.045,0.054,0.0858,0.0678,0.1054,0.1007,0.1228,0.1228,0.116,0.0512,0.0649,0.0412,0.28856242,703.2848,0.055542298,0.17737296,0.26224154,0.048052,0.30847093,0.39341918
Vm,V,20191003_085640785547_509,20190304,0.0264,0.0375,0.0585,0.0518,0.0898,0.1391,0.1598,0.1558,0.1638,0.1464,0.0934,0.0602,0.5009634,707.4465,0.0962208,0.45403638,0.5194805,0.1014138,0.2504013,1.0833334
Vm,V,edit,20190304,0.0678,0.0968,0.1112,0.1158,0.1205,0.1316,0.1465,0.1318,0.1546,0.1034,0.1217,0.0763,0.06462034,706.4786,0.014896698,0.08477366,0.1434911,0.017775597,0.03984221,0.07692305
Vm,V,edit,20190304,0.0905,0.0927,0.1216,0.1288,0.167,0.2061,0.2267,0.2186,0.2466,0.2362,0.2632,0.1842,0.25849164,706.0084,0.064667195,0.2851264,0.3137986,0.0925792,-0.092569545,0.4190387
Vm,V,20191003_085640785547_509,20190304,0.0261,0.032,0.06,0.0457,0.0955,0.1827,0.2137,0.2432,0.2236,0.1523,0.096,0.0576,0.68362755,709.3027,0.1880939,0.60422164,0.6606016,0.1919802,0.43396226,2.1467392
Vm,V,edit,20190304,0.1215,0.1376,0.1758,0.1936,0.2641,0.2961,0.3175,0.2972,0.3262,0.3236,0.3074,0.177,0.21108393,704.4658,0.082319394,0.25665963,0.25509813,0.110470794,-0.01687065,0.33056796
Vm,V,20191003_085327874428_875,20190304,0.118,0.0493,0.0934,0.0571,0.1553,0.3107,0.3646,0.3838,0.3748,0.2901,0.1117,0.057,0.7409844,709.1722,0.31648982,0.6085499,0.73558694,0.3126882,0.5491423,2.2894185
Vm,V,edit,20190304,0.0631,0.065,0.0859,0.0858,0.126,0.1678,0.188,0.1916,0.1998,0.1907,0.1645,0.0944,0.3813987,706.2985,0.091083094,0.38090086,0.39915964,0.105761394,0.07610221,0.7011265
Vm,V,20191003_085739632780_681,20190304,0.0563,0.0336,0.0625,0.0393,0.1012,0.2651,0.3216,0.3736,0.3389,0.2396,0.1059,0.0524,0.80963916,712.5723,0.3218458,0.7133685,0.7921735,0.3253448,0.55828995,3.478668
Vm,V,edit,20190304,0.0682,0.0929,0.1074,0.1114,0.1229,0.1337,0.1487,0.134,0.155,0.1022,0.1195,0.0743,0.09209455,705.9753,0.021085307,0.11019057,0.16366366,0.024144003,0.057199243,0.112830766
Vm,V,edit,20190304,0.0486,0.0812,0.0989,0.0949,0.1189,0.1596,0.1816,0.1788,0.1903,0.1717,0.1358,0.0806,0.30654,707.43176,0.0762517,0.28772056,0.33450213,0.082356006,0.1366815,0.46585235
Vm,V,20191003_085640785547_509,20190304,0.0263,0.0471,0.066,0.0601,0.0914,0.1395,0.16,0.1598,0.1672,0.16,0.1003,0.0659,0.45338786,707.82697,0.09218259,0.41541186,0.47118342,0.09742259,0.22875814,0.8815207
Vm,V,20191003_085640785547_509,20190304,0.0262,0.0342,0.063,0.0422,0.0925,0.1822,0.2165,0.2586,0.2142,0.1327,0.0895,0.0526,0.7194149,709.6951,0.20755489,0.60820895,0.6708269,0.2083712,0.4857799,2.2263372
Vm,V,edit,20190304,0.0499,0.0908,0.1068,0.1084,0.1152,0.1412,0.1544,0.152,0.1646,0.1535,0.1284,0.0784,0.16743469,707.21136,0.039859995,0.17465223,0.2058608,0.044217594,0.084165476,0.22064772
Vm,V,20191003_085813976751_375,20190304,0.0623,0.0669,0.0879,0.0839,0.1253,0.1899,0.2155,0.2182,0.2399,0.2464,0.1757,0.1023,0.44455475,707.7094,0.1171334,0.42567787,0.48177883,0.132756,0.10789542,0.86757106
Vm,V,edit,20190304,0.0954,0.1018,0.1424,0.14,0.1583,0.1955,0.2172,0.2244,0.2347,0.2431,0.2505,0.1762,0.2316136,707.0082,0.0637365,0.22355507,0.2527355,0.0834736,-0.05495893,0.34561834
Vm,V,edit,20190304,0.0632,0.0568,0.0804,0.077,0.1349,0.1713,0.1915,0.19,0.2054,0.184,0.1657,0.0944,0.423221,704.9257,0.0964131,0.40532547,0.45467418,0.1116876,0.068315975,0.82361513
Vm,V,20191003_090048107989_187,20190304,0.0488,0.0279,0.0654,0.0315,0.1065,0.3139,0.3765,0.3818,0.4022,0.3448,0.0808,0.0319,0.8475683,713.11725,0.3410809,0.7075134,0.85473824,0.3372146,0.6506701,3.754555
Vm,V,20191003_085640785547_509,20190304,0.0267,0.0345,0.052,0.0509,0.0894,0.1258,0.1448,0.106,0.1487,0.169,0.0911,0.0577,0.35117906,706.3743,0.047582597,0.34177214,0.48997998,0.054675397,0.07559614,0.6369942
Vm,V,edit,20190304,0.0447,0.0546,0.0777,0.0735,0.0832,0.0973,0.1066,0.1522,0.1117,0.1435,0.0968,0.0664,0.34869295,706.32825,0.0743429,0.32405394,0.20626348,0.0770788,0.22248995,0.5948602
Vm,V,edit,20190304,0.0417,0.0583,0.0806,0.0719,0.1016,0.1361,0.1464,0.163,0.1552,0.0918,0.1011,0.0616,0.3878246,706.1117,0.0856396,0.33825943,0.36679876,0.0877418,0.23438092,0.6558675
Vm,V,edit,20190304,0.0459,0.0566,0.0798,0.0697,0.1028,0.133,0.1581,0.1514,0.1632,0.1148,0.0875,0.0521,0.36951604,706.6476,0.0783714,0.30968857,0.40145984,0.0778014,0.26747593,0.5989736
Vm,V,20191003_085813976751_375,20190304,0.0505,0.0539,0.0729,0.0644,0.1157,0.1913,0.2162,0.2148,0.2393,0.2417,0.1503,0.09,0.5386819,707.80457,0.1343367,0.49322212,0.5758973,0.147119,0.17666394,1.1861198
Vm,V,edit,20190304,0.0864,0.07,0.0995,0.0966,0.1674,0.2091,0.2305,0.2408,0.2546,0.2344,0.2573,0.1755,0.4273859,704.6421,0.11414909,0.41522184,0.4498861,0.14308059,-0.033125874,0.85073745
Vm,V,20191003_085813976751_375,20190304,0.0585,0.0617,0.0775,0.0799,0.123,0.186,0.2134,0.2046,0.2363,0.2415,0.1715,0.1001,0.43831286,707.6788,0.10757081,0.45054942,0.49462366,0.12562642,0.08800853,0.8958334
Vm,V,20191003_090048107989_187,20190304,0.049,0.0296,0.064,0.0336,0.1086,0.3066,0.3664,0.363,0.3888,0.3081,0.082,0.035,0.83055973,712.7047,0.32034922,0.7002342,0.84090906,0.3176656,0.6314607,3.5192306
Vm,V,edit,20190304,0.0459,0.0558,0.088,0.0706,0.1094,0.1089,0.1185,0.1416,0.1101,0.0469,0.0569,0.0356,0.33459,702.6191,0.0735619,0.23344947,0.21859434,0.064283594,0.4267003,0.4937413
Vm,V,edit,20190304,0.127,0.1516,0.1872,0.2088,0.2783,0.3018,0.3219,0.2976,0.3315,0.3264,0.3243,0.1911,0.17535545,704.2187,0.067201495,0.2277228,0.22709604,0.0971376,-0.042932935,0.26210153
Vm,V,20191003_085640785547_509,20190304,0.0262,0.0436,0.0595,0.058,0.0911,0.14,0.1625,0.1396,0.1684,0.2011,0.1064,0.0699,0.41295546,707.90027,0.072549194,0.40231037,0.48763254,0.081020996,0.13495934,0.79146457
Vm,V,20191003_085813976751_375,20190304,0.0518,0.0529,0.0749,0.0654,0.1143,0.1866,0.2116,0.2122,0.2353,0.2439,0.1498,0.0902,0.5288185,707.8149,0.13101721,0.47823057,0.56501496,0.143133,0.1723757,1.1486698
Vm,V,20191003_085813976751_375,20190304,0.0451,0.0525,0.0745,0.0597,0.1136,0.1929,0.2175,0.2258,0.2393,0.2388,0.1452,0.0875,0.58178633,707.8548,0.1501115,0.5038294,0.6006689,0.16038719,0.21725066,1.307874
Vm,V,20191003_085857056720_171,20190304,0.0481,0.0617,0.0789,0.0816,0.1182,0.169,0.1915,0.2004,0.2109,0.2384,0.1737,0.0983,0.42127657,707.23627,0.10157729,0.43501607,0.4420513,0.119842194,0.071371265,0.8449502
Vm,V,20191003_085813976751_375,20190304,0.052,0.0656,0.0849,0.0799,0.122,0.1868,0.2168,0.2302,0.2405,0.2427,0.1713,0.0977,0.48468235,707.9866,0.1332082,0.46112347,0.5012485,0.14837,0.14669988,0.99867105
Vm,V,edit,20190304,0.0492,0.0763,0.0902,0.0893,0.1079,0.1159,0.1287,0.122,0.138,0.1567,0.1097,0.0703,0.15475628,705.17206,0.0288852,0.14985864,0.21425429,0.032352604,0.053085886,0.19639641
Vm,V,20191003_085709185910_447,20190304,0.0424,0.0299,0.0518,0.0336,0.0826,0.2553,0.3217,0.2912,0.3447,0.3175,0.1097,0.0534,0.79310346,714.8454,0.24336931,0.6979592,0.8223632,0.25057483,0.4527314,3.152999
Vm,V,edit,20190304,0.0567,0.0766,0.0921,0.0922,0.1069,0.1162,0.1246,0.1516,0.1285,0.1006,0.1078,0.0737,0.24364232,705.2353,0.0564828,0.24415265,0.16447665,0.0594386,0.1688512,0.3521043
Vm,V,20191003_090048107989_187,20190304,0.0565,0.0287,0.0633,0.0325,0.1074,0.3122,0.3722,0.3794,0.3983,0.303,0.081,0.0339,0.84219474,712.92004,0.3378305,0.7140275,0.84911793,0.3350112,0.6481321,3.7706523
Vo,V,20191003_090800839942_372,20190304,0.0574,0.0641,0.0824,0.1042,0.1498,0.1871,0.2092,0.2164,0.2312,0.2399,0.3068,0.2247,0.3499688,705.71686,0.07431379,0.44846052,0.3786524,0.120614804,-0.17278288,0.76587033
Vo,V,20191003_090833158590_627,20190304,0.0983,0.0622,0.0949,0.0826,0.1629,0.2526,0.293,0.2998,0.3228,0.3342,0.2797,0.179,0.5679917,707.0975,0.1803423,0.5191285,0.5925013,0.21245222,0.034685068,1.3825591
Vo,V,20191003_091629605843_782,20190304,0.1227,0.0926,0.115,0.1204,0.1739,0.2243,0.2488,0.2318,0.2798,0.3739,0.3319,0.2359,0.3162976,705.9405,0.07184951,0.33679354,0.39830086,0.113484405,-0.1775767,0.53660893
Vo,V,20191003_091230967019_938,20190304,0.0945,0.079,0.106,0.1062,0.1624,0.2068,0.2303,0.2304,0.262,0.2993,0.3214,0.2266,0.36898392,705.55457,0.0839576,0.36979786,0.42313954,0.1242772,-0.1649148,0.6713513
Vo,V,20191003_091555806152_325,20190304,0.0766,0.0888,0.1224,0.1238,0.1784,0.2246,0.2601,0.2658,0.2734,0.2054,0.2308,0.156,0.36447635,706.1768,0.12199099,0.36939722,0.37663645,0.1425404,0.07047925,0.67234844
Vo,V,20191003_090739350943_112,20190304,0.0603,0.0601,0.0731,0.0819,0.124,0.1631,0.1801,0.1732,0.2008,0.2219,0.2311,0.1706,0.35789883,705.85333,0.0633996,0.40641493,0.42058718,0.0946968,-0.14321049,0.68543535
Vo,V,20191003_090800839942_372,20190304,0.0572,0.0667,0.0871,0.1058,0.1462,0.18,0.2049,0.2122,0.2315,0.2387,0.3007,0.2164,0.33459118,705.98175,0.069953695,0.41797525,0.3726653,0.113618195,-0.17254828,0.69180757
Vo,V,20191003_090934966689_349,20190304,0.0942,0.089,0.1284,0.1216,0.1995,0.2696,0.2996,0.32,0.3493,0.3497,0.3827,0.2451,0.44927534,705.8282,0.1495743,0.42729706,0.48354214,0.1957752,-0.08922727,0.91260344
Vo,V,20191003_091230967019_938,20190304,0.0865,0.083,0.102,0.1174,0.1534,0.1911,0.2094,0.2094,0.2383,0.2799,0.311,0.2215,0.28151774,706.016,0.055796802,0.34489402,0.33989316,0.0979444,-0.19523442,0.4972973
Vo,V,20191003_091013479078_922,20190304,0.1409,0.0642,0.1026,0.1001,0.1917,0.2444,0.2699,0.2546,0.3034,0.3762,0.3142,0.2144,0.4355793,704.4623,0.114463285,0.42553186,0.50384134,0.15353498,-0.104782045,0.9262589
Vo,V,20191003_091013479078_922,20190304,0.1463,0.0666,0.1068,0.0965,0.1925,0.2444,0.2678,0.2564,0.303,0.3814,0.3016,0.2118,0.4531028,704.17084,0.12154628,0.4118943,0.51689607,0.1559242,-0.08100362,0.9221452
Vo,V,20191003_091629605843_782,20190304,0.1437,0.0803,0.1078,0.1158,0.2165,0.2598,0.2841,0.2386,0.3135,0.4033,0.385,0.2675,0.3465011,703.7839,0.07245959,0.3775982,0.46051714,0.125888,-0.23476586,0.6528442
Vo,V,20191003_090934966689_349,20190304,0.0936,0.0805,0.1182,0.1132,0.1923,0.2587,0.287,0.3152,0.339,0.3439,0.3756,0.2385,0.4715219,705.60535,0.1529312,0.45454544,0.49933654,0.20007,-0.08743487,1.0166079
Vo,V,20191003_091909001394_795,20190304,0.0675,0.0844,0.1146,0.1384,0.1838,0.2208,0.251,0.2734,0.2893,0.2742,0.3457,0.2536,0.32782903,705.94293,0.0962349,0.40927836,0.3528174,0.14418681,-0.11678241,0.678392
Vo,V,20191003_090833158590_627,20190304,0.1044,0.0588,0.0953,0.0861,0.1885,0.2679,0.3032,0.3116,0.3318,0.3381,0.3134,0.2191,0.5670103,705.4716,0.1829949,0.53158027,0.5879397,0.22194882,-0.002880001,1.4633355
Vo,V,20191003_090739350943_112,20190304,0.06,0.0578,0.0725,0.0785,0.1264,0.1603,0.181,0.1644,0.2009,0.2204,0.229,0.171,0.35364345,705.40894,0.05775649,0.38792738,0.43808162,0.08821599,-0.16420947,0.6592478
Vo,V,20191003_090903173170_549,20190304,0.0789,0.0502,0.0902,0.0731,0.1555,0.2393,0.2764,0.3002,0.3172,0.3276,0.2555,0.1449,0.60835785,706.70654,0.19299118,0.5379098,0.62541634,0.22049938,0.08043909,1.6175214
Vo,V,20191003_090800839942_372,20190304,0.057,0.0749,0.0898,0.1134,0.1486,0.1794,0.202,0.2114,0.2352,0.2346,0.311,0.2231,0.30172414,705.971,0.061048806,0.40371847,0.3493976,0.107109606,-0.19065847,0.59502125
Vo,V,20191003_090934966689_349,20190304,0.0935,0.084,0.129,0.1162,0.187,0.2514,0.2804,0.3016,0.3304,0.3404,0.3684,0.2342,0.443753,705.90216,0.13823861,0.40083608,0.47962382,0.18045922,-0.09970149,0.8704226
Vo,V,20191003_090917301610_228,20190304,0.0903,0.0623,0.1026,0.086,0.1571,0.2267,0.2597,0.289,0.3003,0.3213,0.2824,0.1648,0.5413334,706.4363,0.1662732,0.4759959,0.5547502,0.19659239,0.011550563,1.2310492
Vo,V,20191003_091711851496_889,20190304,0.099,0.0802,0.1,0.1082,0.1632,0.2089,0.2328,0.219,0.2622,0.3031,0.3735,0.266,0.3386308,705.68665,0.061188906,0.37304074,0.41576672,0.1139652,-0.2607595,0.61487234
Vo,V,20191003_091453854109_528,20190304,0.0768,0.0775,0.0904,0.11,0.152,0.1801,0.1969,0.1868,0.22,0.2326,0.3172,0.2378,0.2587601,705.15283,0.038053602,0.34776333,0.33333334,0.0843656,-0.25873017,0.45741516
Vo,V,20191003_091555806152_325,20190304,0.0807,0.075,0.096,0.0988,0.1494,0.2099,0.2351,0.2398,0.2562,0.2324,0.2194,0.1406,0.41642055,706.7096,0.1184478,0.42823112,0.44338024,0.1420808,0.04442509,0.8245614
Vo,V,20191003_090800839942_372,20190304,0.0569,0.0698,0.0927,0.1158,0.1438,0.1758,0.1998,0.2166,0.2322,0.2357,0.2989,0.2128,0.3032491,706.53314,0.0665603,0.40058196,0.33448276,0.1097166,-0.15965083,0.62030774
Vo,V,20191003_090739350943_112,20190304,0.0578,0.0653,0.0815,0.0912,0.1321,0.1725,0.1909,0.1788,0.2076,0.2195,0.2531,0.1872,0.32444444,706.0284,0.057324693,0.37379944,0.38955823,0.0913442,-0.17203057,0.5967302
Vo,V,20191003_091453854109_528,20190304,0.0765,0.0751,0.0938,0.1108,0.1449,0.1726,0.1931,0.2014,0.213,0.2293,0.3069,0.2266,0.29019856,705.77716,0.0539293,0.36449865,0.31562695,0.09716199,-0.2075546,0.53641206
Vo,V,20191003_090917301610_228,20190304,0.0913,0.0665,0.0995,0.1016,0.1575,0.2235,0.2563,0.2712,0.2972,0.3209,0.2805,0.1635,0.45493567,706.97046,0.1361457,0.46317777,0.49047145,0.1704106,-0.016856976,1.0216868
Vo,V,20191003_090739350943_112,20190304,0.0594,0.061,0.0765,0.0824,0.1238,0.1643,0.1821,0.178,0.2026,0.2175,0.2263,0.1644,0.3671275,706.02655,0.0686907,0.39882123,0.4217544,0.097877406,-0.11946574,0.69527274
Vo,V,20191003_091555806152_325,20190304,0.0747,0.0591,0.093,0.083,0.1451,0.1957,0.2231,0.233,0.2415,0.2073,0.2008,0.1284,0.47468358,705.81647,0.1279714,0.4294478,0.48844382,0.14614,0.07422774,0.98619336
Vo,V,20191003_091230967019_938,20190304,0.0858,0.083,0.1064,0.114,0.1664,0.2061,0.2234,0.2148,0.2532,0.2787,0.3217,0.233,0.30656934,705.2161,0.0619601,0.33748442,0.37908497,0.1037336,-0.19925445,0.532207
Vo,V,20191003_090934966689_349,20190304,0.0935,0.0989,0.1282,0.1344,0.1949,0.2557,0.2822,0.298,0.3367,0.3405,0.3729,0.2355,0.37835342,706.04083,0.11900051,0.39840454,0.42942053,0.16599321,-0.11164109,0.7203876
Vo,V,20191003_090917301610_228,20190304,0.0906,0.0642,0.094,0.0888,0.1545,0.2134,0.2433,0.251,0.2856,0.3221,0.289,0.1728,0.47733957,706.0988,0.124762595,0.45507246,0.525641,0.16019279,-0.070370406,1.0252844
Vo,V,20191003_091230967019_938,20190304,0.0914,0.0883,0.1098,0.1216,0.1644,0.2015,0.2221,0.2154,0.2508,0.2918,0.3309,0.2344,0.27833825,705.71265,0.054660887,0.32472324,0.3469388,0.098354794,-0.21142232,0.4734982
Vo,V,20191003_091555806152_325,20190304,0.0776,0.0694,0.1132,0.0972,0.1607,0.2165,0.2442,0.2498,0.2639,0.2219,0.2226,0.1452,0.43976942,705.9279,0.1291502,0.3763085,0.46164498,0.146424,0.057578318,0.8357065
Vo,V,20191003_090917301610_228,20190304,0.0974,0.0672,0.1003,0.0995,0.1675,0.2205,0.2545,0.2612,0.2971,0.3296,0.2997,0.1827,0.448295,705.85693,0.124262616,0.4450899,0.49823502,0.16139121,-0.06863966,0.9653733
Vo,V,20191003_090800839942_372,20190304,0.0567,0.0664,0.0855,0.1028,0.144,0.1757,0.2026,0.2172,0.2329,0.2368,0.2977,0.2082,0.35750002,705.95245,0.077953696,0.43508425,0.38754842,0.1210778,-0.15634103,0.7531271
Vo,V,20191003_091909001394_795,20190304,0.0652,0.0586,0.088,0.0948,0.1663,0.2132,0.2464,0.2566,0.275,0.2661,0.2912,0.1934,0.46044394,705.39655,0.1250732,0.4892629,0.48729044,0.16442479,-0.063161775,1.1036835
Vo,V,20191003_090917301610_228,20190304,0.0957,0.076,0.1126,0.1146,0.1808,0.2356,0.2647,0.2768,0.3139,0.3267,0.3242,0.2032,0.41440982,705.7439,0.123004794,0.42167437,0.46511084,0.162972,-0.078868546,0.86002123
Vo,V,20191003_090934966689_349,20190304,0.0936,0.08,0.1178,0.1122,0.1953,0.2604,0.2908,0.3052,0.3413,0.3455,0.3822,0.2448,0.46238625,705.4762,0.14251001,0.44302604,0.50518197,0.19083841,-0.11201628,0.97573316
Vo,V,20191003_090800839942_372,20190304,0.0571,0.0702,0.0909,0.115,0.1454,0.1775,0.2,0.213,0.2319,0.2346,0.2999,0.2169,0.29878047,706.3115,0.06342369,0.4017769,0.33698472,0.1073026,-0.16942874,0.6083178
Vo,V,20191003_090739350943_112,20190304,0.057,0.0601,0.0766,0.0828,0.1199,0.1635,0.1817,0.1796,0.2016,0.2134,0.223,0.1591,0.36890244,706.5252,0.0705826,0.40202963,0.41772154,0.0991932,-0.10779932,0.7081199
Vo,V,20191003_090833158590_627,20190304,0.1007,0.0622,0.0994,0.0982,0.1785,0.2529,0.2921,0.28,0.3235,0.3349,0.308,0.2076,0.48069808,706.3508,0.1425674,0.47601473,0.5342661,0.1813368,-0.04761904,1.1250001
Vo,V,20191003_091453854109_528,20190304,0.0843,0.0793,0.1021,0.1236,0.1486,0.1718,0.1867,0.1892,0.2089,0.2445,0.3102,0.2333,0.20971867,705.7155,0.030705795,0.29900447,0.25654137,0.073899,-0.24229075,0.36163175
Vo,V,20191003_090955030965_493,20190304,0.0809,0.0733,0.1158,0.1018,0.1862,0.2677,0.2999,0.3174,0.3467,0.3453,0.3559,0.2179,0.514313,706.12964,0.16808331,0.465374,0.5460424,0.21019602,-0.05718102,1.1401376
Vo,V,20191003_091515205852_715,20190304,0.114,0.0728,0.1124,0.0997,0.2301,0.2574,0.2822,0.2466,0.3097,0.336,0.4193,0.3236,0.42419866,702.1892,0.08713481,0.3738162,0.5129458,0.14199781,-0.25934824,0.7931965
Vo,V,20191003_091213078188_637,20190304,0.0984,0.0816,0.0994,0.1128,0.1561,0.18,0.197,0.1896,0.2226,0.2678,0.3184,0.2354,0.25396827,704.87506,0.038352802,0.31211075,0.32737032,0.081972405,-0.2535433,0.42430943
Vo,V,20191003_091230967019_938,20190304,0.0896,0.0839,0.1036,0.1154,0.1701,0.21,0.2277,0.2244,0.2622,0.2881,0.3218,0.2333,0.3207769,705.13354,0.0704032,0.36829266,0.38877118,0.1135548,-0.17832296,0.58133334
