C,MC,SCP_UID,date,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12,NDVI,REP,FAI,GNDVI,NDVI-B8A,VB-FAH,SEI,SABI
Wd,W,20191006_202332524680_814,20190314,0.0681,0.0678,0.0603,0.0524,0.0577,0.0525,0.0519,0.047,0.0493,0.0469,0.0511,0.0451,-0.054325975,703.2373,-0.0051569007,-0.123951554,-0.030481812,-0.008449402,-0.041794114,-0.04215458
Wd,W,20191006_202202618760_282,20190314,0.0645,0.0658,0.068,0.0605,0.0546,0.0486,0.049,0.0519,0.0471,0.0495,0.047,0.0418,-0.07651246,705.05084,-0.0060755014,-0.1342786,-0.12453531,-0.011495002,0.049545005,-0.06427504
Wd,W,20191006_202332524680_814,20190314,0.0675,0.0656,0.0608,0.0565,0.0533,0.0497,0.0498,0.0438,0.048,0.0465,0.0513,0.0464,-0.12662013,704.94904,-0.011727598,-0.16252391,-0.0813397,-0.0143598,-0.07886436,-0.10047468
Wd,W,20191006_202202618760_282,20190314,0.0657,0.0576,0.048,0.0499,0.0556,0.0506,0.0533,0.038,0.0509,0.0491,0.0498,0.0446,-0.13538112,703.68176,-0.011881299,-0.116279095,0.009920655,-0.0111666005,-0.13439639,-0.1126894
Wd,W,20191006_202202618760_282,20190314,0.0651,0.0598,0.0521,0.0498,0.0525,0.0484,0.0483,0.0422,0.0488,0.0482,0.0473,0.0435,-0.082608715,703.8033,-0.0071325004,-0.10498409,-0.010142009,-0.008487801,-0.05698325,-0.0679178
Wd,W,20191006_202355033932_261,20190314,0.067,0.0719,0.0626,0.049,0.0594,0.0537,0.0564,0.0497,0.0572,0.0539,0.0513,0.0471,0.0070922053,702.92664,0.000269901,-0.1148709,0.07721282,-0.0045496,-0.015841594,0.005204466
Wd,W,20191006_202150522610_881,20190314,0.0574,0.0478,0.0399,0.0385,0.0416,0.0395,0.0413,0.0321,0.0399,0.0424,0.0368,0.0345,-0.09065156,704.26636,-0.006082099,-0.108333364,0.01785716,-0.0069404007,-0.06821482,-0.07297606
Wd,W,20191006_202202618760_282,20190314,0.0642,0.0586,0.0511,0.0455,0.0571,0.0539,0.0567,0.041,0.0504,0.0501,0.0491,0.0438,-0.052023094,703.1081,-0.005173199,-0.109663405,0.0510949,-0.0066615986,-0.0899001,-0.04102095
Wd,W,20191006_202202618760_282,20190314,0.0659,0.0616,0.0612,0.0591,0.0583,0.0542,0.0559,0.0452,0.0527,0.0498,0.0522,0.0472,-0.13326938,704.7511,-0.012609698,-0.15037593,-0.05724505,-0.014710598,-0.071868576,-0.113192156
Wd,W,20191006_202332524680_814,20190314,0.0664,0.0589,0.0517,0.0632,0.0529,0.0471,0.0502,0.0385,0.0505,0.0459,0.0514,0.0479,-0.24287118,706.33,-0.022493396,-0.14634146,-0.111697406,-0.020260999,-0.14349276,-0.2233273
Wd,W,20191006_202150522610_881,20190314,0.0575,0.0479,0.0501,0.0487,0.0475,0.0437,0.0458,0.0357,0.0426,0.0425,0.0385,0.0347,-0.15402845,704.90405,-0.0110925995,-0.16783215,-0.06681274,-0.013540399,-0.037735835,-0.13265307
Wd,W,20191006_202202618760_282,20190314,0.0657,0.0675,0.0539,0.0465,0.0534,0.0502,0.053,0.0478,0.0502,0.0488,0.0493,0.0457,0.013785786,703.7669,0.0007763989,-0.059980325,0.03826266,-0.0015563997,-0.0154479835,0.010708399
Wd,W,20191006_202332524680_814,20190314,0.0672,0.0683,0.0641,0.062,0.0593,0.0547,0.0562,0.0498,0.0509,0.0458,0.0521,0.0473,-0.109123416,704.9386,-0.010348696,-0.12554869,-0.09831707,-0.013010597,-0.02257113,-0.092144996
Wd,W,20191006_202150522610_881,20190314,0.0587,0.0677,0.0575,0.0501,0.0492,0.0465,0.0468,0.0465,0.0448,0.0429,0.0424,0.0378,-0.03726706,704.7257,-0.0021600984,-0.105769224,-0.055848267,-0.0064563984,0.04611926,-0.028753974
Wd,W,20191006_202355033932_261,20190314,0.0669,0.0698,0.062,0.0486,0.058,0.0535,0.0563,0.0499,0.0532,0.0538,0.0502,0.0449,0.013197966,703.2579,0.0010007992,-0.10813226,0.04518664,-0.0038724001,-0.0029970165,0.009863427
Wd,W,20191006_202355033932_261,20190314,0.0667,0.0682,0.0615,0.0518,0.0581,0.055,0.0573,0.0481,0.0562,0.0549,0.052,0.0474,-0.037037067,703.9014,-0.0037374012,-0.122262806,0.04074074,-0.007444203,-0.038961068,-0.028527394
Wd,W,20191006_202202618760_282,20190314,0.0647,0.0666,0.0579,0.0479,0.0535,0.0504,0.0511,0.0482,0.0491,0.0478,0.0477,0.0444,0.003121762,703.6525,0.00033739954,-0.09142319,0.012371151,-0.0035599992,0.0052137747,0.0024096493
Wd,W,20191006_202202618760_282,20190314,0.0654,0.0644,0.058,0.0508,0.0552,0.0495,0.0531,0.0472,0.0481,0.048,0.0485,0.0444,-0.036734667,703.9136,-0.003169898,-0.102661565,-0.027300315,-0.006379197,-0.013584113,-0.029411744
Wd,W,20191006_202202618760_282,20190314,0.0676,0.0676,0.0614,0.0609,0.0611,0.056,0.0591,0.0487,0.0556,0.0498,0.0538,0.0476,-0.11131385,704.6712,-0.010872297,-0.11534967,-0.045493565,-0.012392999,-0.049756102,-0.09457363
Wd,W,20191006_202202618760_282,20190314,0.065,0.0607,0.0474,0.0426,0.0503,0.0473,0.0483,0.0423,0.0482,0.0493,0.0468,0.0427,-0.003533541,703.26074,-0.0010853969,-0.056856196,0.061674025,-0.0021527987,-0.050505027,-0.0027751862
Wd,W,20191006_202202618760_282,20190314,0.0642,0.0604,0.0511,0.0472,0.0552,0.0515,0.0528,0.043,0.0505,0.0496,0.0482,0.0439,-0.046563193,703.2943,-0.0043869987,-0.08607864,0.033776868,-0.0057054,-0.057017528,-0.037668165
Wd,W,20191006_202150522610_881,20190314,0.0569,0.0506,0.0441,0.043,0.0412,0.0405,0.0427,0.035,0.0398,0.0424,0.0369,0.0353,-0.10256412,705.70685,-0.0068593025,-0.115044266,-0.03864737,-0.0084246015,-0.026425574,-0.08447731
Wd,W,20191006_202332524680_814,20190314,0.0679,0.0737,0.0672,0.0637,0.0616,0.0554,0.0557,0.0551,0.0499,0.046,0.053,0.0473,-0.07239054,704.43164,-0.0065990984,-0.09893701,-0.12147886,-0.009950996,0.019426476,-0.06103617
Wd,W,20191006_202355033932_261,20190314,0.0667,0.063,0.053,0.0514,0.0585,0.0549,0.0561,0.0419,0.0545,0.0544,0.0525,0.0475,-0.10182205,703.53394,-0.009705696,-0.116965204,0.029272903,-0.010117597,-0.112288095,-0.08189653
Wd,W,20191006_202150522610_881,20190314,0.0573,0.0557,0.0521,0.049,0.0481,0.0431,0.0462,0.0398,0.0423,0.0426,0.0383,0.0341,-0.103603594,704.8081,-0.007199101,-0.13384113,-0.07338443,-0.0103966,0.019206138,-0.08534322
Wd,W,20191006_202202618760_282,20190314,0.0649,0.058,0.0592,0.0532,0.054,0.0509,0.0528,0.0442,0.0501,0.0482,0.0484,0.0456,-0.092402466,704.6663,-0.008102398,-0.1450677,-0.030009685,-0.011316,-0.045356374,-0.0767918
Wd,W,20191006_202202618760_282,20190314,0.0667,0.068,0.0573,0.0561,0.0593,0.0548,0.056,0.0484,0.0537,0.0494,0.0522,0.0482,-0.073684216,704.00305,-0.0069707,-0.08420058,-0.021857921,-0.008163201,-0.037773367,-0.06145251
Wd,W,20191006_202202618760_282,20190314,0.0662,0.0581,0.0502,0.0504,0.0536,0.0505,0.0536,0.0402,0.0515,0.0497,0.0503,0.0463,-0.112582795,704.46204,-0.0101813,-0.11061949,0.010794898,-0.010122801,-0.11160221,-0.094182834
Wd,W,20191006_202355033932_261,20190314,0.0668,0.0726,0.0746,0.0703,0.0635,0.0609,0.0606,0.0573,0.0589,0.0531,0.0565,0.0513,-0.10188085,705.54865,-0.010419399,-0.13115998,-0.08823529,-0.014659799,0.0070298975,-0.08831519
Wd,W,20191006_202202618760_282,20190314,0.0643,0.056,0.0561,0.057,0.0511,0.0502,0.0504,0.0413,0.0506,0.0494,0.0477,0.0452,-0.15971518,705.8983,-0.013960902,-0.15195073,-0.059479553,-0.015352601,-0.07191011,-0.14005353
Wd,W,20191006_202332524680_814,20190314,0.0686,0.0766,0.0639,0.0569,0.0575,0.0524,0.0544,0.0532,0.0527,0.0478,0.0536,0.048,-0.033605807,704.4108,-0.0030828975,-0.09137491,-0.038321137,-0.0064020003,-0.003745312,-0.026334513
Wd,W,20191006_202202618760_282,20190314,0.0648,0.0602,0.0558,0.0508,0.0531,0.0485,0.0491,0.0456,0.0486,0.0478,0.047,0.0428,-0.053941894,703.91486,-0.0044893995,-0.10059169,-0.022132797,-0.007129998,-0.015118765,-0.044827577
Wd,W,20191006_202202618760_282,20190314,0.0645,0.0586,0.0497,0.0415,0.0503,0.0474,0.0503,0.0385,0.0465,0.0485,0.0468,0.043,-0.037499983,703.42377,-0.003991097,-0.12698412,0.056818213,-0.006165199,-0.09730362,-0.02770082
Wd,W,20191006_202202618760_282,20190314,0.0646,0.0597,0.0509,0.0554,0.0564,0.0523,0.0541,0.0433,0.0488,0.0487,0.0494,0.0443,-0.122593716,704.46875,-0.010978002,-0.080679424,-0.06333973,-0.010363001,-0.06580369,-0.10940325
Wd,W,20191006_202202618760_282,20190314,0.0652,0.0691,0.0538,0.0473,0.0558,0.0525,0.0531,0.0513,0.0517,0.0494,0.0513,0.047,0.040567957,703.1902,0.0032519996,-0.023786882,0.044444446,0.001491,0.0,0.032546792
Wd,W,20191006_202355033932_261,20190314,0.0665,0.068,0.0639,0.059,0.0599,0.0549,0.0554,0.0513,0.0553,0.0542,0.0527,0.047,-0.06980961,704.1768,-0.0065218993,-0.10937501,-0.032370947,-0.009591401,-0.013461551,-0.058377553
Wd,W,20191006_202202618760_282,20190314,0.0647,0.0465,0.0391,0.0379,0.0509,0.0489,0.0511,0.0307,0.0502,0.0497,0.0493,0.0463,-0.104956284,702.7555,-0.009331802,-0.12034383,0.13961408,-0.0076632,-0.2325,-0.08411215
Wd,W,20191006_202202618760_282,20190314,0.0643,0.0637,0.0569,0.0602,0.0575,0.0535,0.0561,0.0459,0.0494,0.0504,0.049,0.0425,-0.13477851,705.20496,-0.012205601,-0.1070039,-0.09854011,-0.0130262,-0.032665968,-0.1185738
Wd,W,20191006_202202618760_282,20190314,0.0653,0.0606,0.0411,0.0371,0.0503,0.0474,0.0484,0.0351,0.0487,0.0495,0.0467,0.0426,-0.027700784,702.2953,-0.0037951954,-0.07874012,0.13519816,-0.0035439967,-0.14180928,-0.01966565
Wd,W,20191006_202202618760_282,20190314,0.0671,0.0777,0.0645,0.0594,0.0574,0.0522,0.0531,0.0594,0.0512,0.0498,0.0516,0.046,0.0,704.63275,0.0014586002,-0.041162204,-0.07414106,-0.0019685987,0.07027025,0.0
Wd,W,20191006_202202618760_282,20190314,0.0664,0.0612,0.0519,0.0518,0.0589,0.0545,0.0555,0.0436,0.0507,0.0491,0.0506,0.0459,-0.085953884,703.37964,-0.007975601,-0.086910985,-0.010731706,-0.008238601,-0.07430997,-0.07250222
Wd,W,20191006_202202618760_282,20190314,0.0652,0.0527,0.0481,0.0493,0.0574,0.0542,0.0567,0.0385,0.0534,0.0492,0.0518,0.0484,-0.12300684,703.62006,-0.011267502,-0.11085449,0.039922092,-0.0103368,-0.14728683,-0.10714286
Wd,W,20191006_202202618760_282,20190314,0.0661,0.0728,0.0725,0.0565,0.0583,0.0535,0.0551,0.0543,0.0501,0.0487,0.0498,0.0453,-0.019855596,704.21735,-0.0009470992,-0.14353311,-0.060037527,-0.0083759995,0.043227643,-0.015141088
Wd,W,20191006_202332524680_814,20190314,0.0678,0.0751,0.0667,0.0541,0.0558,0.0521,0.052,0.0551,0.0479,0.0464,0.0518,0.0465,0.009157527,704.108,0.0014301017,-0.09523806,-0.06078432,-0.0038635968,0.03086997,0.0070522013
Wd,W,20191006_202202618760_282,20190314,0.0654,0.059,0.0436,0.0396,0.0551,0.052,0.0556,0.0388,0.0524,0.0492,0.0504,0.0474,-0.010204064,702.549,-0.0028195977,-0.058252417,0.13913044,-0.0023439988,-0.13004482,-0.0077972575
Wd,W,20191006_202202618760_282,20190314,0.0642,0.0745,0.0559,0.0481,0.0541,0.0519,0.0533,0.0481,0.0517,0.0497,0.0488,0.045,0.0,703.8774,-0.00013089925,-0.07500002,0.036072157,-0.0030108006,-0.0072239493,0.0
Wd,W,20191006_202202618760_282,20190314,0.067,0.0719,0.0516,0.0383,0.0545,0.0496,0.0513,0.0449,0.0497,0.05,0.0505,0.0452,0.07932692,701.7387,0.0043185987,-0.06943007,0.12954545,0.0014661998,-0.058700223,0.053441294
Wd,W,20191006_202150522610_881,20190314,0.0583,0.0642,0.0456,0.0355,0.044,0.0413,0.0415,0.0404,0.04,0.0428,0.0378,0.0337,0.06455859,702.7433,0.0044698976,-0.060465146,0.059602626,0.0010013976,0.033248074,0.04462657
Wd,W,20191006_202150522610_881,20190314,0.0587,0.0599,0.0614,0.0529,0.0517,0.0477,0.049,0.0465,0.0457,0.0429,0.0426,0.0384,-0.06438632,704.7359,-0.0044738986,-0.13809082,-0.073022336,-0.009680999,0.043771073,-0.052761752
Wd,W,20191006_202202618760_282,20190314,0.0661,0.0632,0.0536,0.0587,0.0539,0.0502,0.0527,0.0443,0.0511,0.0486,0.0495,0.0466,-0.13980581,705.60516,-0.012679599,-0.09499486,-0.06921674,-0.012431398,-0.055437084,-0.123287655
Wd,W,20191006_202202618760_282,20190314,0.0664,0.0675,0.0603,0.0615,0.0578,0.0529,0.054,0.0482,0.0519,0.0492,0.0511,0.0469,-0.12123976,704.9842,-0.011355203,-0.11152073,-0.084656104,-0.012836801,-0.02920444,-0.10406887
Wd,W,20191006_202202618760_282,20190314,0.0669,0.0543,0.0504,0.052,0.0527,0.0495,0.0527,0.0402,0.0502,0.0501,0.0501,0.0458,-0.12798268,704.8801,-0.011444703,-0.112582795,-0.01761253,-0.011182402,-0.109634556,-0.11270298
Wd,W,20191006_202230647506_333,20190314,0.0639,0.0543,0.0395,0.0388,0.0412,0.0405,0.0459,0.0337,0.0439,0.0452,0.0475,0.045,-0.07034483,705.4927,-0.006726902,-0.07923499,0.06166869,-0.005370201,-0.16995072,-0.054371007
Wd,W,20191006_202202618760_282,20190314,0.0649,0.0626,0.055,0.0461,0.053,0.0475,0.0487,0.0444,0.0478,0.0478,0.0471,0.0424,-0.01878456,703.04974,-0.0018870011,-0.10663985,0.018104356,-0.0051354016,-0.029508209,-0.0144558055
Wd,W,20191006_202332524680_814,20190314,0.0676,0.0778,0.0681,0.0558,0.057,0.0535,0.0551,0.0553,0.0527,0.0459,0.0543,0.0499,-0.0045004254,704.50903,-0.00021949783,-0.10372769,-0.028571397,-0.005247797,0.009124106,-0.0034269863
Wd,W,20191006_202332524680_814,20190314,0.0679,0.0673,0.0592,0.059,0.0597,0.0535,0.0559,0.051,0.0512,0.0459,0.0517,0.0479,-0.072727285,704.3043,-0.006634902,-0.07441017,-0.07078041,-0.008077201,-0.0068159755,-0.06324112
Wd,W,20191006_202202618760_282,20190314,0.0664,0.0666,0.0589,0.0647,0.0543,0.0511,0.0527,0.0509,0.0499,0.0489,0.0495,0.0452,-0.11937715,706.4611,-0.010957599,-0.07285973,-0.12914486,-0.011561198,0.013944237,-0.10996015
Wd,W,20191006_202202618760_282,20190314,0.0646,0.0532,0.0536,0.0605,0.0564,0.054,0.0543,0.0415,0.0517,0.0496,0.051,0.0446,-0.18627453,705.317,-0.0172235,-0.12723449,-0.078431375,-0.016336601,-0.10270271,-0.17790264
Wd,W,20191006_202332524680_814,20190314,0.0681,0.0728,0.0645,0.0613,0.0576,0.0519,0.0516,0.0495,0.0495,0.0471,0.0513,0.0453,-0.10649818,704.63245,-0.00993,-0.13157892,-0.10649818,-0.013035198,-0.01785715,-0.08594318
Wd,W,20191006_202202618760_282,20190314,0.067,0.0615,0.0544,0.057,0.0607,0.0573,0.0575,0.0431,0.0552,0.0495,0.053,0.0489,-0.13886115,703.9767,-0.013152,-0.115897454,-0.016042788,-0.012896401,-0.10301769,-0.119930975
Wd,W,20191006_202332524680_814,20190314,0.0678,0.0641,0.0639,0.0585,0.0607,0.0548,0.0579,0.0499,0.0529,0.0456,0.0532,0.0499,-0.079335794,704.24243,-0.0076089017,-0.12302286,-0.05026928,-0.010684401,-0.032007758,-0.06718751
Wd,W,20191006_202230647506_333,20190314,0.0641,0.0525,0.0419,0.0337,0.0445,0.0399,0.0445,0.0298,0.0443,0.0457,0.0473,0.0447,-0.061417334,702.7607,-0.0064432006,-0.16875875,0.13589744,-0.007065201,-0.22697794,-0.041313566
Wd,W,20191006_202332524680_814,20190314,0.0685,0.0845,0.0709,0.0544,0.0557,0.0491,0.0511,0.0591,0.0481,0.048,0.0507,0.0452,0.04140967,704.0148,0.005391896,-0.09076925,-0.061463438,-0.0016690018,0.0765027,0.030244512
Wd,W,20191006_202202618760_282,20190314,0.0644,0.0632,0.0539,0.0535,0.0499,0.0459,0.0475,0.0488,0.0445,0.0501,0.0459,0.0413,-0.045943316,705.2192,-0.0032787994,-0.04965921,-0.09183673,-0.004854401,0.03062303,-0.040136646
Wd,W,20191006_202332524680_814,20190314,0.0679,0.0758,0.0536,0.0502,0.0578,0.0528,0.0518,0.0459,0.0478,0.0467,0.0511,0.0448,-0.044745076,702.8481,-0.004468303,-0.07738693,-0.02448979,-0.0056124013,-0.05360827,-0.03323031
Wd,W,20191006_202230647506_333,20190314,0.067,0.0573,0.0492,0.0501,0.0445,0.0405,0.0424,0.0375,0.0406,0.0481,0.0485,0.0425,-0.14383559,705.7206,-0.012300797,-0.13494806,-0.10474087,-0.012252597,-0.12790698,-0.11830983
Wd,W,20191006_202332524680_814,20190314,0.0673,0.0625,0.0538,0.0447,0.0533,0.0473,0.0481,0.0416,0.0478,0.0464,0.0504,0.0454,-0.03592121,702.5994,-0.004165899,-0.12788261,0.033513516,-0.0066126008,-0.09565217,-0.026655205
Wd,W,20191006_202202618760_282,20190314,0.0646,0.0596,0.0505,0.0511,0.0541,0.0514,0.0521,0.0402,0.0501,0.0479,0.0485,0.0452,-0.119386666,704.1706,-0.010413803,-0.11356122,-0.009881443,-0.010668403,-0.093573876,-0.09900092
Wd,W,20191006_202332524680_814,20190314,0.0682,0.0678,0.0557,0.0506,0.0601,0.0553,0.056,0.0441,0.0536,0.0476,0.0542,0.0508,-0.06863778,702.9376,-0.007173199,-0.11623245,0.028790774,-0.008468598,-0.10274669,-0.052631564
Wd,W,20191006_202202618760_282,20190314,0.0649,0.0602,0.0438,0.0423,0.0506,0.0484,0.0508,0.0381,0.0519,0.0495,0.0493,0.0471,-0.052238807,703.5682,-0.0055090003,-0.069597065,0.101910815,-0.004779,-0.12814644,-0.040384617
Wd,W,20191006_202150522610_881,20190314,0.0586,0.0514,0.0438,0.0436,0.0512,0.0466,0.0483,0.0364,0.0449,0.0429,0.0429,0.0388,-0.08999999,703.12115,-0.0070690997,-0.09226931,0.014689261,-0.0072771986,-0.08196719,-0.07563024
Wd,W,20191006_202150522610_881,20190314,0.0572,0.05,0.0406,0.0399,0.0465,0.0427,0.0458,0.0323,0.0421,0.0425,0.0383,0.0349,-0.10526319,703.5678,-0.0073008016,-0.11385464,0.026829267,-0.007870202,-0.084985845,-0.08388523
Wd,W,20191006_202332524680_814,20190314,0.068,0.0865,0.0641,0.0496,0.0577,0.0524,0.0507,0.0546,0.0479,0.0465,0.0512,0.0442,0.047984634,702.5999,0.0047007985,-0.080033675,-0.017435925,-0.0005969992,0.03213612,0.03320053
Wd,W,20191006_202202618760_282,20190314,0.0643,0.0549,0.0461,0.044,0.056,0.0506,0.0514,0.0357,0.049,0.0492,0.0473,0.0425,-0.10414051,702.27484,-0.008917101,-0.12713937,0.053763434,-0.0091106,-0.13975902,-0.082178205
Wd,W,20191006_202202618760_282,20190314,0.0641,0.069,0.0594,0.0484,0.0503,0.0454,0.0473,0.0488,0.0461,0.048,0.0458,0.0419,0.004115219,704.10394,0.00088619813,-0.09796674,-0.024338601,-0.0038460004,0.031712458,0.0031152596
Wd,W,20191006_202202618760_282,20190314,0.0649,0.0705,0.0525,0.0451,0.0529,0.0491,0.0491,0.0482,0.048,0.0492,0.0477,0.0426,0.033226155,703.0098,0.0026138015,-0.042701077,0.031149311,0.00024360092,0.0052137747,0.025203256
Wd,W,20191006_202202618760_282,20190314,0.0653,0.0659,0.0573,0.051,0.0547,0.0488,0.0509,0.0455,0.0473,0.0481,0.0481,0.0433,-0.056994822,703.7319,-0.0049576983,-0.11478602,-0.03763987,-0.007931801,-0.02777777,-0.04464286
Wd,W,20191006_202332524680_814,20190314,0.0668,0.064,0.0529,0.0483,0.0522,0.0464,0.0484,0.0397,0.0464,0.0468,0.0487,0.0442,-0.09772728,703.63336,-0.0086748,-0.14254859,-0.020063384,-0.0103756,-0.10180994,-0.07356715
Wd,W,20191006_202230647506_333,20190314,0.0641,0.0529,0.0412,0.0334,0.039,0.0351,0.0408,0.0293,0.0398,0.0456,0.0451,0.0416,-0.06539072,704.10254,-0.006287899,-0.16879433,0.0874317,-0.007110799,-0.21236558,-0.043570656
Wd,W,20191006_202202618760_282,20190314,0.0652,0.078,0.061,0.0507,0.0549,0.05,0.0516,0.0528,0.0507,0.0489,0.0495,0.044,0.020289838,703.7488,0.0023243986,-0.07205624,0.0,-0.001875801,0.032258064,0.015107902
Wd,W,20191006_202355033932_261,20190314,0.0665,0.0653,0.0634,0.0639,0.0603,0.0582,0.0584,0.0542,0.0576,0.0531,0.0547,0.0497,-0.082133785,705.25104,-0.007979598,-0.07823128,-0.051851872,-0.0095069995,-0.0045913435,-0.075369075
Wd,W,20191006_202355033932_261,20190314,0.067,0.0645,0.0565,0.0551,0.0616,0.0554,0.0565,0.0468,0.0575,0.0541,0.0527,0.0478,-0.08145244,703.26495,-0.007851202,-0.09390126,0.021314384,-0.008840402,-0.05929651,-0.06859507
Wd,W,20191006_202332524680_814,20190314,0.0677,0.0745,0.0655,0.0623,0.0568,0.0533,0.0569,0.0467,0.0535,0.0457,0.0538,0.0507,-0.14311926,705.8901,-0.0140105,-0.16755791,-0.07599309,-0.016835198,-0.07064678,-0.11142857
Wd,W,20191006_202355033932_261,20190314,0.0666,0.0768,0.0689,0.0623,0.0604,0.0543,0.0557,0.0547,0.0547,0.0544,0.052,0.0467,-0.06495728,704.5728,-0.005673904,-0.11488672,-0.06495728,-0.0101476,0.025304565,-0.052161988
Wd,W,20191006_202202618760_282,20190314,0.0645,0.0547,0.0389,0.0375,0.0514,0.0477,0.0497,0.0362,0.049,0.0498,0.0473,0.0427,-0.017639073,702.2452,-0.0031326003,-0.035952024,0.13294794,-0.0018403986,-0.13293411,-0.013888885
Wd,W,20191006_202230647506_333,20190314,0.0642,0.0544,0.0464,0.044,0.049,0.0445,0.0467,0.0353,0.0461,0.0459,0.0489,0.0464,-0.10970994,703.63367,-0.009616297,-0.13586289,0.023307458,-0.009626398,-0.16152018,-0.08630951
Wd,W,20191006_202202618760_282,20190314,0.065,0.0821,0.0651,0.0502,0.0552,0.0506,0.0519,0.057,0.0499,0.0486,0.0494,0.043,0.063432835,703.62714,0.0069496,-0.06633906,-0.0029970165,0.0010486003,0.07142856,0.046195652
Wd,W,20191006_202202618760_282,20190314,0.0646,0.0753,0.0573,0.0455,0.0499,0.0468,0.0495,0.0505,0.0467,0.0484,0.0467,0.0426,0.052083362,704.13135,0.0047756024,-0.06307977,0.013015203,0.000445202,0.039094657,0.037707407
Wd,W,20191006_202202618760_282,20190314,0.0642,0.068,0.0506,0.0439,0.0541,0.0506,0.0518,0.0445,0.0512,0.0492,0.0472,0.044,0.0067873183,702.9107,-1.7102808e-05,-0.064142995,0.07676127,-0.0019862,-0.029443849,0.005059013
Wd,W,20191006_202202618760_282,20190314,0.0643,0.0563,0.0545,0.0491,0.0562,0.0523,0.0543,0.0446,0.0482,0.05,0.0484,0.0428,-0.04802563,703.5484,-0.0043691024,-0.0998991,-0.009249747,-0.006584401,-0.04086023,-0.040613733
Wd,W,20191006_202413234525_918,20190314,0.0616,0.0568,0.0511,0.0447,0.0468,0.0435,0.0441,0.037,0.0432,0.0436,0.042,0.0385,-0.09424725,704.06976,-0.0071951,-0.1600454,-0.01706484,-0.0101704,-0.06329113,-0.07136237
Wd,W,20191006_202150522610_881,20190314,0.0567,0.0582,0.0493,0.0445,0.0427,0.0417,0.0429,0.0386,0.0404,0.0423,0.0379,0.0363,-0.07099878,705.4147,-0.0046657994,-0.121729225,-0.048292138,-0.007752799,0.009150336,-0.054883715
Wd,W,20191006_202202618760_282,20190314,0.0642,0.0567,0.0446,0.0422,0.0537,0.0498,0.0505,0.0372,0.0499,0.0477,0.0487,0.0443,-0.06297228,702.51447,-0.006215498,-0.09046453,0.08360478,-0.0059263986,-0.1338766,-0.04935833
Wd,W,20191006_202202618760_282,20190314,0.0648,0.056,0.0443,0.0443,0.0553,0.0527,0.0556,0.0345,0.0522,0.0488,0.0505,0.0477,-0.12436551,703.2662,-0.010959402,-0.12436551,0.08186528,-0.009800002,-0.18823533,-0.0977069
Wd,W,20191006_202332524680_814,20190314,0.068,0.0811,0.0643,0.0519,0.0583,0.0523,0.0513,0.056,0.0486,0.0464,0.0511,0.0442,0.03799817,702.87976,0.0042496026,-0.06899417,-0.03283582,-0.0006863978,0.045751642,0.02819809
Wd,W,20191006_202332524680_814,20190314,0.0666,0.068,0.0499,0.0471,0.0504,0.0455,0.046,0.042,0.0445,0.0455,0.048,0.0437,-0.057239063,703.5949,-0.005268302,-0.085963,-0.028384272,-0.0061808,-0.06666668,-0.043257
Wd,W,20191006_202150522610_881,20190314,0.0577,0.0479,0.0527,0.0511,0.0488,0.0446,0.0463,0.0332,0.0432,0.0425,0.0394,0.0353,-0.21233691,704.9625,-0.015712101,-0.22700818,-0.08377518,-0.018517602,-0.08539946,-0.17793241
Wd,W,20191006_202202618760_282,20190314,0.066,0.066,0.0503,0.0494,0.056,0.0512,0.054,0.0496,0.0514,0.0492,0.0503,0.0458,0.0020201984,703.59607,3.1698495e-05,-0.0070069763,0.019841237,-0.00014739903,-0.0070069763,0.0017196875
Wd,W,20191006_202332524680_814,20190314,0.0674,0.0782,0.0633,0.0537,0.0571,0.0525,0.0523,0.0524,0.0518,0.0459,0.0533,0.0476,-0.012252589,703.6907,-0.0012251996,-0.09420915,-0.018009467,-0.005005599,-0.008514667,-0.009187277
Wd,W,20191006_202332524680_814,20190314,0.0664,0.076,0.0673,0.0532,0.0549,0.048,0.0507,0.0513,0.0468,0.0462,0.0503,0.0452,-0.018181806,703.9966,-0.001357697,-0.13490725,-0.06400001,-0.0073425984,0.00984254,-0.013258888
Wd,W,20191006_202332524680_814,20190314,0.0685,0.0607,0.0629,0.0548,0.0581,0.053,0.0555,0.0495,0.0536,0.0474,0.0528,0.0494,-0.05081496,704.0707,-0.004926,-0.11921708,-0.011070126,-0.008426599,-0.032258064,-0.042880263
Wd,W,20191006_202332524680_814,20190314,0.0685,0.0893,0.0717,0.0658,0.0561,0.05,0.0509,0.0625,0.0472,0.0484,0.0511,0.0445,-0.025720993,705.74225,-0.00055110455,-0.06855439,-0.16460177,-0.005577402,0.10035211,-0.020496918
Wd,W,20191006_202202618760_282,20190314,0.0648,0.0752,0.0744,0.0758,0.0581,0.056,0.0555,0.0591,0.0525,0.0494,0.0524,0.0458,-0.12379543,707.316,-0.012324203,-0.11460676,-0.18160564,-0.016159603,0.06008967,-0.111631036
Wd,W,20191006_202202618760_282,20190314,0.0657,0.0582,0.0536,0.0514,0.0532,0.0509,0.0523,0.041,0.0555,0.0501,0.0505,0.0473,-0.11255408,704.5461,-0.010231696,-0.13319236,0.038353622,-0.011249198,-0.103825144,-0.09302323
